label,youtube_id,time_start,time_end,split
putting wallpaper on wall,rEkSabmr-sk,312,322,train
peeling banana,rEkqmTRrJLc,9,19,train
ski ballet,rExi8t8e4GA,13,23,train
vacuuming car,rFCJ584Ukv0,44,54,train
steering car,rFIlWdOGFnU,0,10,train
curling eyelashes,rFk92GZHiJU,187,197,train
playing blackjack,rFwfLFO6mNY,12,22,train
playing piccolo,rH_ZUfl_uMU,67,77,train
filling eyebrows,rHkFztWUuo8,317,327,train
stacking dice,rHuFSKJaat4,66,76,train
coloring in,rIBvkBhvqOk,162,172,train
gospel singing in church,rIsXYgftAN8,314,324,train
stacking dice,rIsuKYgSFZk,6,16,train
putting on sari,rIvCX7Dt5LU,0,10,train
treating wood,rIwF-Bfo3ko,315,325,train
stacking dice,rJYGiRuD034,295,305,train
carving marble,rKKArTp_whk,49,59,train
stacking dice,rKpVjEl6eRs,136,146,train
filling eyebrows,rL-RMrzMUVE,323,333,train
letting go of balloon,rL6i6PvoWmo,56,66,train
gospel singing in church,rMDCpk1nS1M,4,14,train
sieving,rMgNH_lMGBY,0,10,train
playing nose flute,rMpwM6hsdSo,47,57,train
assembling bicycle,rN7Ry9fcR-U,250,260,train
passing American football (in game),rOCSwTsC7mk,244,254,train
stacking dice,rOJOtc6iEes,195,205,train
home roasting coffee,rOSBrcX4W4k,0,10,train
chasing,rPGuSGixOIA,0,10,train
pulling rope (game),rPLcgbGtw0s,10,20,train
putting on sari,rPkb8uJDW5g,47,57,train
coloring in,rPugifm3FTc,44,54,train
eating nachos,rRDA65cm1FM,0,10,train
playing piccolo,rRHvBU2xlcY,113,123,train
surveying,rRPE48lXc4U,48,58,train
picking blueberries,rRRw1CUnV30,0,10,train
delivering mail,rRc0dSDzACw,0,10,train
stacking dice,rRcnHU0FswQ,21,31,train
laying stone,rRxnAzQiVDg,12,22,train
playing mahjong,rSAcJl7L9hU,0,10,train
playing nose flute,rSGdVUdZS3M,191,201,train
jumping sofa,rSX08XleR-Q,5,15,train
scrapbooking,rSf7dVGT0_Y,42,52,train
carving marble,rTehupS_kuE,54,64,train
playing blackjack,rTnvhSzSXYE,104,114,train
making slime,rTplGRJLQa8,4,14,train
pulling espresso shot,rU6zkkn3VEg,68,78,train
pouring wine,rUcNMb6tA18,0,10,train
shoot dance,rUeIjXokBjA,0,10,train
pulling rope (game),rVAyj46fROk,134,144,train
looking in mirror,rVBMmkyV8mg,20,30,train
pulling rope (game),rWEB1skgW7U,0,10,train
eating nachos,rWJ8UsO8o5c,0,10,train
testifying,rWu0dUUV37A,35,45,train
punching person (boxing),rXaqGbMJaos,8,18,train
laying stone,rXar-YCK8Gc,83,93,train
poaching eggs,rXyaoRBZbTA,51,61,train
pulling rope (game),rY1dGBMYKjA,5,15,train
pulling rope (game),rYKFqgdUBIQ,13,23,train
ski ballet,rYMBRK5NXyw,0,10,train
passing American football (in game),rZ1B8mpvC5w,0,10,train
photobombing,rZM4t0OeeZY,0,10,train
eating nachos,rZOVc41lTdQ,438,448,train
seasoning food,r_HNjT7DT3Y,180,190,train
carving marble,r_WWi9DxJqs,20,30,train
photobombing,r_YkI1A2kmU,0,10,train
opening coconuts,ra9hscXruEM,91,101,train
carrying weight,ra9njjqhw4Q,55,65,train
polishing furniture,raeo7VcO744,26,36,train
dyeing eyebrows,rajuXlDU5kY,192,202,train
pulling rope (game),raqky8aojpo,0,10,train
opening coconuts,rayB-BmiQX8,46,56,train
curling eyelashes,rb-UGBYLbnc,0,10,train
entering church,rcZlIBI3lSw,0,10,train
coloring in,rdObRUg4WVk,0,10,train
using atm,rdQO1i5b9uA,107,117,train
listening with headphones,rdWlnM5M_Cg,160,170,train
making slime,reKp8wSOETU,272,282,train
photobombing,regJ7Ndal9I,4,14,train
vacuuming car,resLYsOKXFM,0,10,train
playing rounders,rfIEkNR40Ck,0,10,train
mixing colours,rgLNjLp94hs,36,46,train
putting wallpaper on wall,rhaNJ_E8lfw,197,207,train
photobombing,rhaPN1F99qA,0,10,train
waxing armpits,rhj3--eTdrM,37,47,train
waxing armpits,ri1yE9kIvic,146,156,train
peeling banana,riDeIf8Z2Rg,32,42,train
brushing floor,ripSiiBF8EU,13,23,train
entering church,rjUZSptIvm0,61,71,train
opening coconuts,rjY7m1nSbbs,6,16,train
stacking dice,rjxmIlBNWGw,9,19,train
playing shuffleboard,rkFyuDqc0w4,6,16,train
steer roping,rkOLnylHhrs,0,10,train
filling cake,rkU9031euV8,0,10,train
sausage making,rkYblrDyyzM,97,107,train
shoot dance,rkl0RaaFrkk,48,58,train
listening with headphones,rlj5-B-GpeM,56,66,train
stacking dice,rmQHV3Nhpew,119,129,train
steering car,rmU-i-niG84,0,10,train
playing nose flute,rmZXVGUly7I,13,23,train
peeling banana,rmoqokS9zBQ,13,23,train
entering church,rnD5qVsRz4M,0,10,train
filling cake,rnHgaKRG0Fs,0,10,train
eating nachos,rnUppBFhBUc,467,477,train
saluting,rndsJuS7Pbk,3,13,train
opening coconuts,rnzog6_g3a8,6,16,train
mixing colours,ro40mDdnFMs,4,14,train
sausage making,roD5gw3CWcU,779,789,train
stacking dice,roLWGaRdlds,31,41,train
coloring in,rp5R3tcPuqE,0,10,train
playing rounders,rq6fMQETnNg,0,10,train
saluting,rq7noJwwJGY,16,26,train
making slime,rq9PIQ9P2A4,127,137,train
jumping sofa,rqGN_j5gbcQ,104,114,train
filling cake,rqIBy3rOKbQ,51,61,train
scrubbing face,rqaglE53-j8,0,10,train
testifying,rqcgQUUy8Kw,0,10,train
laying stone,rqdK2KPi4Uo,255,265,train
steer roping,rqrw3qqBNg8,0,10,train
surveying,rqwrNXzi-uQ,68,78,train
jumping sofa,rrR9pNZCPko,1,11,train
gospel singing in church,rsKwxmIAgJY,201,211,train
being in zero gravity,rtHnb8zextA,0,10,train
polishing furniture,rtOhDkS3Zso,80,90,train
jumping sofa,ruNGuNz9ntw,13,23,train
coloring in,ruZFQbLu-BI,115,125,train
listening with headphones,rukDS8KiAS0,0,10,train
pulling rope (game),rurbpsw8Nu8,0,10,train
chiseling stone,rvMyKetNPd8,14,24,train
testifying,rvPvdE6TfH4,57,67,train
tossing salad,rvRQOlcLjxA,209,219,train
treating wood,rvWT-hSReQs,24,34,train
playing mahjong,rwFUE3Gqq4g,859,869,train
playing piccolo,rx334MQpw5c,53,63,train
photobombing,rxW9yHCVyVc,0,10,train
treating wood,rxdyteoA2Zk,214,224,train
playing shuffleboard,ry4ksVLiF6g,41,51,train
listening with headphones,ry5bNFOEcm4,45,55,train
jumping sofa,ryTijj1aJfo,0,10,train
steer roping,ryrQzgJEtok,10,20,train
cutting cake,rz8f5wv8VM8,14,24,train
sausage making,rz90QoU6aGw,0,10,train
pulling rope (game),rzTL3osvuyc,15,25,train
stacking dice,rzixGLs_pPE,0,10,train
steering car,s-3NOJl_yJI,0,10,train
stacking dice,s-CB5uCRJFE,41,51,train
surveying,s-RfnPN93go,286,296,train
playing road hockey,s-b_B3kl7Ws,0,10,train
coloring in,s-fphpaCPPc,0,10,train
playing mahjong,s0NAJdQGZL4,0,10,train
curling eyelashes,s0WVIKkG-JI,505,515,train
stacking dice,s0p5HD5K_ms,0,10,train
pulling rope (game),s1EGtm4Qpd0,11,21,train
taking photo,s1xO-8x-e_A,233,243,train
pouring milk,s28eYfqL1tQ,19,29,train
playing piccolo,s2H6p6lqXkg,19,29,train
tossing salad,s2Rl7pPK5N4,48,58,train
stacking dice,s2UUcHREK6o,3,13,train
using atm,s2YVYMDEANU,6,16,train
dyeing eyebrows,s2Zma_kb2z0,191,201,train
filling eyebrows,s2pp9qUseaM,42,52,train
poaching eggs,s3bDdmkrQUI,0,10,train
calculating,s3sUURQg75M,172,182,train
base jumping,s4IojiDWt_s,13,23,train
seasoning food,s4ZFYT8aSW4,52,62,train
adjusting glasses,s58wlaz5vxk,39,49,train
putting on sari,s5VmcVwIepQ,220,230,train
shoot dance,s5Zchnw8PDM,15,25,train
doing sudoku,s61LKY83rmo,494,504,train
playing piccolo,s66VslezeNE,0,10,train
chiseling wood,s6WLyqINfdE,10,20,train
blending fruit,s7-a5ltXLJY,22,32,train
playing blackjack,s7HHuxEpVoM,271,281,train
milking goat,s7O1AxFrgh8,330,340,train
adjusting glasses,s7gUspg4HLU,244,254,train
poking bellybutton,s7htvNUibxw,0,10,train
carving marble,s7nAG6fXkHw,321,331,train
treating wood,s88ljYuOetI,37,47,train
using atm,s8AgyaCWJVs,86,96,train
laying stone,s8XmLp--a44,114,124,train
doing sudoku,s8ovEKkJc3Y,171,181,train
steering car,s9H3CrEMTuQ,0,10,train
eating nachos,s9M87udqfgM,0,10,train
letting go of balloon,sA0UsEKwxZ4,108,118,train
jumping sofa,sABcK1sUAAc,27,37,train
passing American football (in game),sAoS-XuYQQc,0,10,train
playing shuffleboard,sAyx5Tzj20s,16,26,train
testifying,sB12tPR4ryU,899,909,train
brushing floor,sBEgX73nvdw,27,37,train
stacking dice,sCMiMcDrL-E,14,24,train
treating wood,sCjRiCK5Cc4,130,140,train
curling eyelashes,sCmFZsacqh4,323,333,train
carving marble,sCsGeSXKanM,0,10,train
sieving,sDCxUtG8W3I,136,146,train
opening coconuts,sDJ0Gk76fCw,7,17,train
polishing furniture,sEbNIub9YXI,0,10,train
twiddling fingers,sEiMgER-ZR8,0,10,train
curling eyelashes,sErYzK3Fbos,209,219,train
playing piccolo,sFQ-XGFJo0M,14,24,train
delivering mail,sFasIBwHCA4,45,55,train
seasoning food,sFlRVYV6tUU,0,10,train
baby waking up,sG80qm_xkjY,151,161,train
blending fruit,sGEWYne95HE,21,31,train
pulling rope (game),sGN4q7jI3O8,6,16,train
playing with trains,sHBqu_6BOhs,66,76,train
polishing furniture,sHIi8lAyjRE,55,65,train
baby waking up,sHR-8QHzp-A,8,18,train
playing road hockey,sHgEXWUvLN4,38,48,train
pouring milk,sHh2IxZSa6s,0,10,train
playing rounders,sHmtvLKNDvw,18,28,train
pulling rope (game),sIRrlR-VOic,9,19,train
steering car,sIbELwqNTxs,55,65,train
treating wood,sJdCJ68UtSM,232,242,train
pulling rope (game),sJfdfQJVOmI,0,10,train
scrapbooking,sKvcvjjt1zk,155,165,train
playing shuffleboard,sL92Isypb1E,0,10,train
pulling rope (game),sLtqQSV96Dw,46,56,train
sieving,sLwieQ-PNik,48,58,train
petting horse,sM2vOXvTGYY,0,10,train
steering car,sM9UkYVdA1s,0,10,train
filling cake,sMCSujfxAj8,403,413,train
jumping sofa,sMJOI5JkC5I,116,126,train
twiddling fingers,sMShqLurHJY,96,106,train
chiseling wood,sMyrTgB4qEE,0,10,train
pulling rope (game),sNNro_BWgvQ,0,10,train
sucking lolly,sNSgLbelA5g,0,10,train
pulling rope (game),sNhlsgReXeM,0,10,train
steer roping,sNyyVjNDjuE,0,10,train
scrapbooking,sODvUfSIm3c,0,10,train
mixing colours,sOdfiOw7Btk,166,176,train
grooming cat,sOrGvcHkF20,12,22,train
vacuuming car,sP8W98SxtPU,174,184,train
pouring wine,sPU5LNc73qo,15,25,train
entering church,sPYFZ6axeYI,76,86,train
squeezing orange,sP_mJrPKmbg,53,63,train
blending fruit,sQ3bKSZ1fig,22,32,train
listening with headphones,sQNESiBjC1s,0,10,train
waxing armpits,sQfUweF-7m4,21,31,train
playing nose flute,sQglcqLbr7Y,0,10,train
playing piccolo,sR0IHYXKM0A,36,46,train
playing with trains,sRHIbyEDQDE,46,56,train
shoot dance,sRyjN7wVLMM,166,176,train
stacking dice,sScyGistkUU,61,71,train
taking photo,sSjhh9q9HPk,175,185,train
filling cake,sTAtYazk-N4,368,378,train
seasoning food,sTXnOzd0C68,151,161,train
letting go of balloon,sUem_Q0bogE,33,43,train
playing road hockey,sUu2XlbzZ34,0,10,train
waxing armpits,sW575aGpPl4,0,10,train
swimming with sharks,sWKyVM_RMuI,0,10,train
saluting,sWYNJ6-nvuc,17,27,train
threading needle,sWuXjz9Lu7I,31,41,train
skiing mono,sX2Q-iQSnHU,46,56,train
coloring in,sXcETkQl-_k,9,19,train
entering church,sXxgor16hAg,0,10,train
filling cake,sYSPByPZIS0,485,495,train
letting go of balloon,sYSyhTDYmhw,17,27,train
vacuuming car,sYWrv5BTyH4,203,213,train
mixing colours,sYqO6zhHpAo,286,296,train
eating nachos,sZeoxf85EIs,1045,1055,train
scrubbing face,sZi8tcEeiss,170,180,train
ice swimming,sZucpctq9YI,59,69,train
putting on shoes,s_Ri55Y6UCI,80,90,train
playing mahjong,s_gVWdocCt8,41,51,train
shoot dance,s_w51fqdD3s,0,10,train
answering questions,saBIrl0cEM0,115,125,train
putting wallpaper on wall,saTRQLYcYzY,186,196,train
putting wallpaper on wall,safkf8hJ2jg,219,229,train
entering church,sbMcEwffwCI,27,37,train
seasoning food,sbTON4gDrgg,0,10,train
dealing cards,sbY0CXWYMlU,105,115,train
closing door,sc8wdUcWz_4,0,10,train
photobombing,scNHjoI1PEw,0,10,train
letting go of balloon,scOc-39xe_w,26,36,train
eating nachos,scRPfAJpF7c,182,192,train
carving marble,sd4BCbVmZy8,11,21,train
applying cream,sd8TzjorSyg,272,282,train
uncorking champagne,sd96860FS18,0,10,train
filling cake,sdJEIJocYXo,0,10,train
pulling rope (game),sdShvRH8u1k,14,24,train
stacking dice,sdntgen7IA8,509,519,train
treating wood,sdzlc2H15xc,43,53,train
ski ballet,seLiazZCBH4,0,10,train
entering church,sedWija4xc8,0,10,train
jumping sofa,sevxGTOh8AM,15,25,train
playing road hockey,seyQFZMuzxc,102,112,train
doing laundry,sfRaY_Hp3y4,90,100,train
closing door,sgArmf7nTWw,0,10,train
mixing colours,sgI8swt5Up8,153,163,train
mixing colours,sgoxAzTuZvo,63,73,train
scrubbing face,sgpN8wYfJKk,43,53,train
passing American football (in game),sgqyoGO-jCY,4,14,train
playing mahjong,shHdzeetPuU,91,101,train
jumping sofa,shhNChoIoNk,0,10,train
playing piccolo,shwXOAwYiP0,0,10,train
seasoning food,sjVZFihVY7Q,16,26,train
photobombing,sjc5ufLXrkY,0,10,train
spinning plates,sk073rVgzNQ,54,64,train
playing blackjack,sl3vynsikN8,261,271,train
uncorking champagne,slAlQJGHUfw,18,28,train
picking blueberries,slBGljG2Irw,651,661,train
steer roping,slCY6Zpmom4,7,17,train
stacking dice,slkffz4RqVI,5,15,train
petting horse,sm-N3YX5f-Y,44,54,train
capsizing,sm0c2_eMqDQ,0,10,train
putting on sari,smB_pBiRi80,18,28,train
steer roping,smOKpduGVFM,0,10,train
steering car,sm_cRZ_wK7w,0,10,train
scrapbooking,snhaUmnL17Q,23,33,train
vacuuming car,spILn4obyNc,0,10,train
shoot dance,spLh4rR21-g,17,27,train
punching person (boxing),spSCOYbRSWE,32,42,train
laying decking,spWIaVC8F4s,79,89,train
testifying,spnlrdkNkck,0,10,train
scrubbing face,spy1ze5avoE,398,408,train
decoupage,srMgaje7H9Q,504,514,train
laying decking,srMjVobsmag,17,27,train
scrubbing face,srmZT3B7DWo,0,10,train
saluting,srxt7_GKVrI,56,66,train
playing blackjack,ss6UBnSX4Nk,32,42,train
filling eyebrows,ssPoab0IFDs,12,22,train
uncorking champagne,ssbMKhIqXHs,0,10,train
steering car,st2CzAYv-iA,0,10,train
squeezing orange,stF4XpvUvJE,8,18,train
saluting,stG8rPxe8-k,262,272,train
scrapbooking,stLjQ0fyJgQ,26,36,train
peeling banana,stfcc_rHujg,90,100,train
entering church,stlgnDEyfig,63,73,train
punching person (boxing),subgNsmdEJ0,0,10,train
gospel singing in church,sv86EtQGkpE,147,157,train
steering car,svT534RaKqA,0,10,train
steering car,svgaE6HGeoA,0,10,train
petting horse,sviaD6atRC4,61,71,train
steer roping,swH14CFPMS4,41,51,train
looking in mirror,swMPLUzqiuI,23,33,train
passing American football (in game),swVfju53qgM,140,150,train
filling eyebrows,swbxT7tPw9Y,38,48,train
saluting,sxJetVmehek,0,10,train
skiing mono,sxeOnud9A40,24,34,train
pulling espresso shot,syOYEjmzn1o,14,24,train
carving wood with a knife,szpXwa-_geU,0,10,train
eating nachos,szxHct4qGYo,492,502,train
playing blackjack,t-0GSLozwTM,37,47,train
eating nachos,t-3RKqLAT0A,447,457,train
shredding paper,t-SuH24_xVU,4,14,train
seasoning food,t0ThMjE_S2Q,63,73,train
closing door,t0_xqcefzLQ,0,10,train
twiddling fingers,t10Uy2SWDeE,4,14,train
playing shuffleboard,t14TGekQ4As,0,10,train
gospel singing in church,t29yyky3Dhk,0,10,train
base jumping,t2Em8bGIDmQ,0,10,train
mixing colours,t2Kt0RYcXuE,41,51,train
listening with headphones,t2kuDvd0N4w,452,462,train
jumping sofa,t3CFz4wvOHg,6,16,train
ski ballet,t3Vhk1o_h0A,0,10,train
chasing,t3mr-kCo39M,24,34,train
swimming with sharks,t45761r-kiI,198,208,train
shoot dance,t490nmWtnmY,0,10,train
listening with headphones,t4BKhkFCtCs,21,31,train
carving marble,t4U3-3ULBBk,1031,1041,train
opening coconuts,t4i5ZKXE26E,56,66,train
sieving,t4szMEtnUOo,92,102,train
steering car,t5ItkQCUJpU,0,10,train
playing rounders,t5gxN9Wgmic,85,95,train
laying stone,t5kMRhP9STM,189,199,train
base jumping,t6R2Wm082dM,65,75,train
pulling rope (game),t6Uehd4ruZs,0,10,train
mixing colours,t6rmIDVa20o,729,739,train
swimming with sharks,t7MZbAgqtK0,77,87,train
vacuuming car,t7Qd9gP1csA,0,10,train
assembling bicycle,t8yumobeOCk,0,10,train
playing nose flute,t94fUPFG3VU,56,66,train
shoot dance,t9NJmnzGOGM,0,10,train
pulling rope (game),t9PxibMajyA,0,10,train
making slime,t9SjXjXeL50,111,121,train
waxing armpits,t9f-DBeT7CI,163,173,train
treating wood,t9tYscL0fu0,12,22,train
playing shuffleboard,tB8e7sfWYYI,108,118,train
vacuuming car,tCB2Ca_oZCk,0,10,train
dealing cards,tCZeJQJsc6o,0,10,train
jumping sofa,tCo5Lw_XLec,0,10,train
milking goat,tDMybELT_Ag,22,32,train
squeezing orange,tDPHFsMTCB0,0,10,train
swimming with sharks,tEU6PqhKhC4,261,271,train
steering car,tF6kaXykGLs,0,10,train
putting wallpaper on wall,tFduXlH147s,55,65,train
filling cake,tFj3CktoZHE,0,10,train
herding cattle,tGAl3-yNdfs,91,101,train
capsizing,tGVhJaNdJJ8,21,31,train
playing road hockey,tGkODaIo00E,86,96,train
scrapbooking,tGrUcUzP5v0,25,35,train
surveying,tGtcSltALr8,0,10,train
decoupage,tHC4nTcD-QY,139,149,train
pulling espresso shot,tI3E8LzHRMk,40,50,train
coloring in,tIPjdlsfqMk,168,178,train
calculating,tISUJfxV4I8,115,125,train
twiddling fingers,tId9D2hIGeU,20,30,train
blending fruit,tIxBynLluvs,17,27,train
playing piccolo,tJNWMRwlxQ4,34,44,train
playing mahjong,tJU2ypBFOXo,55,65,train
calculating,tJo9Opq5DCs,336,346,train
letting go of balloon,tKS42wTpN-E,0,10,train
playing shuffleboard,tLNcgmqySoM,311,321,train
polishing furniture,tLgIVOQFR9I,0,10,train
saluting,tMSKaYvL474,0,10,train
brushing floor,tMidRmF3u8s,27,37,train
playing mahjong,tMuAR5mQ1zE,0,10,train
scrubbing face,tMzjoV7hwE4,14,24,train
blending fruit,tN1p2a3QlPI,113,123,train
saluting,tNIyd5dL8Og,68,78,train
saluting,tOXXmvas8xc,16,26,train
chiseling stone,tP6RZmCQdjI,310,320,train
picking blueberries,tPN4OWkqMlA,162,172,train
shoot dance,tPqpHRRm1EI,20,30,train
chiseling wood,tQ3jj8Vskc0,353,363,train
spinning plates,tQHCiTNopEw,0,10,train
stacking dice,tQ_Vm8n80FM,0,10,train
being in zero gravity,tQa_Wzu9GH4,184,194,train
mixing colours,tRQ_TsndGS8,16,26,train
swimming with sharks,tRjPfaZS3wc,14,24,train
surveying,tS-U4AGd5Vk,82,92,train
saluting,tS1Gnml3biM,8,18,train
jumping sofa,tS8QUvUWsPk,9,19,train
stacking dice,tSbUm413E_g,0,10,train
baby waking up,tSfNJJ9ENjU,37,47,train
opening coconuts,tSgibv5h1d4,115,125,train
filling cake,tT0dIXN6q5M,226,236,train
using atm,tT8q9hwkDPM,13,23,train
playing piccolo,tTGnui7yo6E,26,36,train
stacking dice,tTIP_QWYw_0,8,18,train
blending fruit,tTLs-M9ksTI,69,79,train
steer roping,tUA28YOdg74,0,10,train
curling eyelashes,tUQDMgtvbfo,0,10,train
blending fruit,tUmQBtQ6QFM,11,21,train
making slime,tUmnPMugb9I,121,131,train
cutting cake,tV38BwkaC6w,0,10,train
uncorking champagne,tVWSt0UAWqo,23,33,train
listening with headphones,tVhijIMwspM,72,82,train
laying decking,tW4VW5Z7M88,201,211,train
making slime,tW9T7D1w6aQ,123,133,train
mixing colours,tWqW21KRFVQ,0,10,train
assembling bicycle,tX2mJp-Jev8,3,13,train
seasoning food,tX8b24nj5ew,59,69,train
being in zero gravity,tXAuz0Pt36k,0,10,train
sausage making,tXL658w1NLM,302,312,train
carving marble,tXfp4iuqfnM,0,10,train
swimming with sharks,tXmupnAOzrI,0,10,train
entering church,tYgdxnIEats,0,10,train
seasoning food,tZmcDvmOtZE,0,10,train
pouring milk,tZxAdJVdpO4,69,79,train
doing sudoku,t_1aXtGebNI,1406,1416,train
base jumping,taEVud0nQdo,35,45,train
shoot dance,tah3J_ME3MA,12,22,train
looking in mirror,tbybZhE6_JM,6,16,train
filling cake,tcUxbfcU6IQ,0,10,train
steering car,tcYz0OcUKIU,0,10,train
stacking dice,td-2uJ0JlG8,88,98,train
laying stone,td4t6eyxJRY,164,174,train
pouring wine,tdIJrrSQIiI,0,10,train
scrubbing face,tdd7pZt3eQM,141,151,train
swimming with sharks,tddj_DhD8T8,0,10,train
photobombing,tdrvH9ovnMQ,0,10,train
changing gear in car,teD9Ta4uDG8,57,67,train
stacking dice,teyodsPTYtU,0,10,train
photobombing,tf5H5dnDkfM,9,19,train
jumping sofa,tfRqeIx-gmU,69,79,train
brushing floor,tfSOs-lWQM0,31,41,train
assembling bicycle,tfvMedXAfkQ,19,29,train
curling eyelashes,tgAIYTZ7VEQ,40,50,train
entering church,tgIP4ED2Pck,77,87,train
stacking dice,tgUMMbxbiC8,60,70,train
dyeing eyebrows,tgzhyjpTy3k,195,205,train
bending back,th7TcFrhngs,81,91,train
shoot dance,thVIJ1XAEBk,17,27,train
gospel singing in church,thm5lTjTeE0,203,213,train
playing shuffleboard,ti7LrL7JJco,10,20,train
curling eyelashes,tif1worm6fI,305,315,train
playing with trains,tiiMBvPLnMQ,0,10,train
photobombing,tjREIS_j7Yo,19,29,train
grooming cat,tj_eDJQ1xpU,58,68,train
playing rounders,tjd-kCIfQDQ,12,22,train
eating nachos,tjmAnsA26XY,83,93,train
using atm,tjzC5EsB7bc,184,194,train
dyeing eyebrows,tk_lbMNQqFc,199,209,train
decoupage,tkl8IXJt3p8,222,232,train
curling eyelashes,tlXiwkI8WhA,244,254,train
closing door,tluCX-tnx_A,0,10,train
scrubbing face,tm9JaMqBjQA,275,285,train
dyeing eyebrows,tmTFHEdpGwc,0,10,train
uncorking champagne,tn6uHeXBg3I,0,10,train
swimming with sharks,tnMB-dMVs9c,111,121,train
poaching eggs,tnoAyNw8oVM,0,10,train
entering church,toH2hP7RXqY,0,10,train
sausage making,toN1yOq_wdg,0,10,train
steer roping,tooFoJBbReY,0,10,train
curling eyelashes,tp7JX7XMFBw,74,84,train
pouring milk,tpJsf54_gxM,0,10,train
dyeing eyebrows,tpY47KXZpOI,197,207,train
listening with headphones,tpbfCWbUnIM,64,74,train
playing rounders,tq5AL4TuDXQ,0,10,train
doing sudoku,tqmjh3wFpyE,505,515,train
looking in mirror,tqnULG5fCWk,21,31,train
steer roping,trC2V0M4FhQ,0,10,train
closing door,trHgsCDHhjo,123,133,train
testifying,tr_ORinjLrE,0,10,train
waxing armpits,tren5yLI9tQ,58,68,train
making slime,trjjT2kyJFQ,159,169,train
answering questions,trz3NU4_l4U,56,66,train
uncorking champagne,ts0tWC7vh0Y,0,10,train
laying stone,tsJ6onQmOVw,65,75,train
picking blueberries,tsNf_4UV22M,198,208,train
steer roping,tsWQSMhvMe8,0,10,train
pouring milk,tsbtrg9FoKk,13,23,train
shooting off fireworks,ttFadqAyyTQ,24,34,train
doing sudoku,tua1CYMAafo,0,10,train
listening with headphones,tuyLmPI09MA,36,46,train
treating wood,tvMzTHMi4SE,8,18,train
uncorking champagne,tvuPeJSCBvc,0,10,train
milking goat,tvyaufiaiFg,92,102,train
assembling bicycle,twITjO2i-qE,115,125,train
polishing furniture,twOLQyyK3_k,0,10,train
home roasting coffee,twix5q3Uo9I,109,119,train
swimming with sharks,txE8I0ib5B8,216,226,train
dealing cards,txVNWvmDXN4,11,21,train
square dancing,txlUjYhHNMA,130,140,train
combing hair,tybwakN0avc,182,192,train
ski ballet,tyh7o-rRjhc,0,10,train
filling cake,tyinVsl-cdI,238,248,train
squeezing orange,tzA78e1VgM4,17,27,train
curling eyelashes,tzNu_xwzL0Q,395,405,train
ski ballet,tzUf7ACU-uY,433,443,train
spinning plates,tzkLq2cgXL8,6,16,train
playing blackjack,tznU--j2m8c,0,10,train
filling cake,tztgjk5GeLw,0,10,train
mixing colours,u-PybAn-Gbs,318,328,train
sucking lolly,u-SrStPeFaM,548,558,train
putting on sari,u-ff8KymrHA,33,43,train
treating wood,u-n3i1TRolA,8,18,train
vacuuming car,u0J7NPi75PM,214,224,train
blending fruit,u0MQnLpHnv4,72,82,train
